protein_id	locus_tag	gene_length
AQZ91699.1	B4U62_15145	1293
AQZ91700.1	B4U62_15150	2643
AQZ91701.1	B4U62_15155	192
AQZ91702.1	B4U62_15160	1026
AQZ91703.1	B4U62_15165	1728
AQZ91704.1	B4U62_15170	1293
AQZ91705.1	B4U62_15175	975
AQZ91706.1	B4U62_15180	789
AQZ91707.1	B4U62_15185	945
AQZ91708.1	B4U62_15190	831
AQZ91709.1	B4U62_15195	1368
AQZ91710.1	B4U62_15200	498
AQZ91711.1	B4U62_15205	576
AQZ91712.1	B4U62_15210	2325
AQZ91713.1	B4U62_15215	1659
AQZ91714.1	B4U62_15220	1263
AQZ91715.1	B4U62_15225	1275
AQZ91716.1	B4U62_15230	1005
AQZ91717.1	B4U62_15235	600
AQZ91718.1	B4U62_15240	1419
AQZ91719.1	B4U62_15245	1098
AQZ91720.1	B4U62_15250	1557
AQZ91721.1	B4U62_15255	1029
AQZ91722.1	B4U62_15260	519
AQZ91723.1	B4U62_15265	1725
AQZ91724.1	B4U62_15275	336
AQZ91725.1	B4U62_15280	456
AQZ91726.1	B4U62_15285	822
AQZ91727.1	B4U62_15295	510
AQZ91728.1	B4U62_15300	597
AQZ91729.1	B4U62_15305	738
AQZ91730.1	B4U62_15310	1101
AQZ91731.1	B4U62_15315	819
AQZ91732.1	B4U62_15320	441
AQZ91733.1	B4U62_15325	225
AQZ91734.1	B4U62_15330	444
AQZ91735.1	B4U62_15335	762
AQZ91736.1	B4U62_15340	1761
AQZ91737.1	B4U62_15345	609
AQZ91738.1	B4U62_15350	447
AQZ91739.1	B4U62_15355	1227
AQZ91740.1	B4U62_15360	132
AQZ91741.1	B4U62_15365	1773
AQZ91742.1	B4U62_15370	315
AQZ91743.1	B4U62_15375	192
AQZ93103.1	B4U62_15380	1488
AQZ91744.1	B4U62_15385	978
AQZ91745.1	B4U62_15390	774
AQZ91746.1	B4U62_15395	777
AQZ91747.1	B4U62_15400	585
AQZ91748.1	B4U62_15405	1683
AQZ91749.1	B4U62_15410	405
AQZ91750.1	B4U62_15415	2358
AQZ91751.1	B4U62_15420	1713
AQZ91752.1	B4U62_15425	534
AQZ91753.1	B4U62_15430	258
AQZ91754.1	B4U62_15435	942
AQZ91755.1	B4U62_15440	2415
AQZ91756.1	B4U62_15445	1035
AQZ91757.1	B4U62_15450	207
AQZ91758.1	B4U62_15455	747
AQZ91759.1	B4U62_15460	216
AQZ91760.1	B4U62_15465	1107
AQZ91761.1	B4U62_15470	1413
AQZ91762.1	B4U62_15475	1335
AQZ91763.2	B4U62_15480	243
AQZ91764.1	B4U62_15485	1797
AQZ91765.1	B4U62_15490	1503
AQZ91766.1	B4U62_15495	846
AQZ91767.1	B4U62_15500	942
AQZ91768.1	B4U62_15505	1302
AQZ91769.1	B4U62_15510	1185
AQZ93104.1	B4U62_15515	819
AQZ91770.1	B4U62_15520	690
AQZ91771.1	B4U62_15525	1683
AQZ91772.1	B4U62_15530	1491
AQZ91773.1	B4U62_15535	972
AQZ91774.1	B4U62_15540	1086
AQZ91775.1	B4U62_15545	393
AQZ91776.1	B4U62_15550	270
AQZ91777.1	B4U62_15555	360
AQZ91778.1	B4U62_15560	201
AQZ91779.1	B4U62_15565	522
AQZ91780.1	B4U62_15570	666
AQZ91781.1	B4U62_15575	696
AQZ91782.1	B4U62_15580	441
AQZ91783.1	B4U62_15585	726
AQZ91784.1	B4U62_15590	1782
AQZ91785.1	B4U62_15595	783
AQZ91786.1	B4U62_15600	1932
AQZ91787.1	B4U62_15605	846
AQZ93105.1	B4U62_15610	642
AQZ91788.1	B4U62_15615	936
AQZ91789.1	B4U62_15620	1419
AQZ91790.1	B4U62_15625	459
AQZ91791.1	B4U62_15630	381
AQZ91792.1	B4U62_15635	1023
AQZ91793.1	B4U62_15640	381
AQZ91794.1	B4U62_15645	1191
AQZ91795.1	B4U62_15650	843
AQZ91796.1	B4U62_15655	594
AQZ91797.1	B4U62_15660	633
AQZ91798.1	B4U62_15665	831
AQZ91799.1	B4U62_15670	2643
AQZ91800.1	B4U62_15675	1740
AQZ91801.1	B4U62_15680	723
AQZ91802.1	B4U62_15685	939
AQZ91803.1	B4U62_15690	1272
AQZ91804.1	B4U62_15695	1119
AQZ93106.1	B4U62_15700	465
AQZ91805.1	B4U62_15705	1116
AQZ91806.1	B4U62_15710	384
AQZ91807.1	B4U62_15715	1758
AQZ91808.1	B4U62_15720	960
AQZ91809.1	B4U62_15725	978
AQZ91810.1	B4U62_15730	873
AQZ91811.1	B4U62_15735	1233
AQZ91812.1	B4U62_15740	3348
AQZ91813.1	B4U62_15745	342
AQZ91814.1	B4U62_15750	531
AQZ91815.1	B4U62_15755	192
AQZ91816.1	B4U62_15760	942
AQZ91817.1	B4U62_15765	303
AQZ91818.1	B4U62_15770	1320
AQZ91819.1	B4U62_15775	903
AQZ91820.1	B4U62_15780	1251
AQZ91821.1	B4U62_15785	693
AQZ91822.1	B4U62_15790	1329
AQZ91823.1	B4U62_15795	282
AQZ91824.1	B4U62_15800	1005
AQZ91825.1	B4U62_15805	780
AQZ91826.1	B4U62_15810	708
AQZ91827.1	B4U62_15815	720
AQZ91828.1	B4U62_15820	813
AQZ91829.1	B4U62_15825	810
AQZ91830.1	B4U62_15830	537
AQZ91831.1	B4U62_15835	927
AQZ91832.1	B4U62_15840	684
AQZ91833.1	B4U62_15845	768
AQZ91834.1	B4U62_15850	135
AQZ91835.1	B4U62_15855	1386
AQZ91836.1	B4U62_15860	1212
AQZ91837.1	B4U62_15865	513
AQZ93107.1	B4U62_15870	1188
AQZ91838.1	B4U62_15875	201
AQZ91839.1	B4U62_15880	990
AQZ91840.1	B4U62_15885	504
AQZ91841.1	B4U62_15890	456
AQZ91842.1	B4U62_15895	681
AQZ91843.1	B4U62_15900	495
AQZ91844.1	B4U62_15905	1008
AQZ91845.1	B4U62_15910	804
AQZ91846.1	B4U62_15915	1590
AQZ91847.1	B4U62_15920	1590
AQZ91848.1	B4U62_15925	210
AQZ91849.1	B4U62_15930	1206
AQZ91850.1	B4U62_15935	1146
AQZ91851.1	B4U62_15940	1338
AQZ91852.1	B4U62_15945	1689
AQZ91853.1	B4U62_15950	807
AQZ91854.1	B4U62_15955	624
AQZ91855.1	B4U62_15960	492
AQZ91856.1	B4U62_15965	1740
AQZ91857.1	B4U62_15970	183
AQZ91858.1	B4U62_15975	603
AQZ91859.1	B4U62_15980	1269
AQZ91860.1	B4U62_15985	144
AQZ91861.1	B4U62_15990	1719
AQZ91862.1	B4U62_15995	633
AQZ91863.1	B4U62_16000	645
AQZ91864.1	B4U62_16005	1164
AQZ91865.1	B4U62_16010	729
AQZ91866.1	B4U62_16015	819
AQZ91867.1	B4U62_16020	1005
AQZ91868.1	B4U62_16025	1077
AQZ91869.1	B4U62_16030	327
AQZ91870.1	B4U62_16035	456
AQZ91871.1	B4U62_16040	423
AQZ91872.1	B4U62_16045	1299
AQZ91873.1	B4U62_16050	2859
AQZ91874.1	B4U62_16055	606
AQZ91875.1	B4U62_16060	810
AQZ91876.1	B4U62_16065	324
AQZ91877.1	B4U62_16070	447
AQZ91878.1	B4U62_16075	1074
AQZ91879.1	B4U62_16080	318
AQZ91880.1	B4U62_16085	1701
AQZ93108.1	B4U62_16090	771
AQZ91881.1	B4U62_16095	642
AQZ91882.1	B4U62_16100	279
AQZ93109.1	B4U62_16105	798
AQZ91883.1	B4U62_16110	2157
AQZ91884.1	B4U62_16115	930
AQZ91885.1	B4U62_16120	915
AQZ91886.1	B4U62_16125	552
AQZ91887.1	B4U62_16130	936
AQZ91888.1	B4U62_16135	1392
AQZ91889.1	B4U62_16140	1299
AQZ91890.1	B4U62_16145	1158
AQZ91891.1	B4U62_16150	711
AQZ91892.1	B4U62_16155	222
AQZ91893.1	B4U62_16160	720
AQZ91894.1	B4U62_16165	1635
AQZ93110.1	B4U62_16170	1263
AQZ91895.1	B4U62_16175	1539
AQZ91896.1	B4U62_16180	183
AQZ91897.1	B4U62_16185	669
AQZ91898.1	B4U62_16190	1287
AQZ91899.1	B4U62_16195	504
AQZ91900.1	B4U62_16200	1113
AQZ91901.1	B4U62_16205	966
AQZ91902.1	B4U62_16210	2319
AQZ91903.1	B4U62_16215	1497
AQZ93111.1	B4U62_16220	861
AQZ91904.1	B4U62_16225	762
AQZ93112.1	B4U62_16230	1188
AQZ91905.1	B4U62_16235	1008
AQZ91906.1	B4U62_16240	696
AQZ91907.1	B4U62_16245	1170
AQZ91908.1	B4U62_16250	1347
AQZ91909.1	B4U62_16255	777
AQZ91910.1	B4U62_16260	900
AQZ91911.1	B4U62_16265	1035
AQZ91912.1	B4U62_16270	1281
AQZ91913.1	B4U62_16275	912
AQZ91914.1	B4U62_16280	831
AQZ91915.1	B4U62_16285	1299
AQZ91916.1	B4U62_16290	312
AQZ91917.1	B4U62_16295	2415
AQZ93113.1	B4U62_16300	330
AQZ91918.1	B4U62_16305	786
AQZ91919.1	B4U62_16310	1194
AQZ91920.1	B4U62_16315	747
AQZ91921.1	B4U62_16320	1941
AQZ91922.1	B4U62_16325	762
AQZ91923.1	B4U62_16330	1005
AQZ91924.1	B4U62_16335	696
AQZ91925.1	B4U62_16340	1311
AQZ91926.1	B4U62_16345	696
AQZ91927.1	B4U62_16350	978
AQZ91928.1	B4U62_16355	987
AQZ91929.1	B4U62_16360	879
AQZ91930.1	B4U62_16365	393
AQZ91931.1	B4U62_16370	273
AQZ91932.1	B4U62_16375	969
AQZ91933.1	B4U62_16380	585
AQZ91934.1	B4U62_16385	1104
AQZ91935.1	B4U62_16390	780
AQZ91936.1	B4U62_16395	516
AQZ91937.1	B4U62_16400	1392
AQZ91938.1	B4U62_16405	1899
AQZ91939.1	B4U62_16410	1203
AQZ91940.1	B4U62_16415	1584
AQZ91941.1	B4U62_16420	243
AQZ91942.1	B4U62_16425	774
AQZ91943.1	B4U62_16430	1005
AQZ91944.1	B4U62_16435	783
AQZ91945.1	B4U62_16440	813
AQZ91946.1	B4U62_16445	477
AQZ91947.1	B4U62_16450	405
AQZ91948.1	B4U62_16455	438
AQZ91949.1	B4U62_16460	177
AQZ91950.1	B4U62_16465	438
AQZ91951.1	B4U62_16470	474
AQZ91952.1	B4U62_16475	228
AQZ91953.1	B4U62_16480	564
AQZ91954.1	B4U62_16485	249
AQZ91955.1	B4U62_16490	1332
AQZ91956.1	B4U62_16495	1041
AQZ91957.1	B4U62_16500	159
AQZ91958.1	B4U62_16505	888
AQZ91959.1	B4U62_16510	1308
AQZ91960.1	B4U62_16515	753
AQZ91961.1	B4U62_16520	921
AQZ91962.1	B4U62_16525	222
AQZ91963.1	B4U62_16530	1116
AQZ91964.1	B4U62_16535	1461
AQZ91965.1	B4U62_16540	816
AQZ91966.1	B4U62_16545	825
AQZ91967.1	B4U62_16550	1743
AQZ91968.1	B4U62_16555	1416
AQZ91969.1	B4U62_16560	231
AQZ91970.1	B4U62_16565	720
AQZ91971.1	B4U62_16570	819
AQZ91972.1	B4U62_16575	1287
AQZ91973.1	B4U62_16580	951
AQZ91974.1	B4U62_16585	1224
AQZ91975.1	B4U62_16590	432
AQZ91976.1	B4U62_16595	1056
AQZ91977.1	B4U62_16600	1134
AQZ91978.1	B4U62_16605	1074
AQZ91979.1	B4U62_16610	468
AQZ91980.1	B4U62_16615	2397
AQZ91981.1	B4U62_16620	1455
AQZ91982.1	B4U62_16625	1032
AQZ91983.1	B4U62_16630	1143
AQZ91984.1	B4U62_16635	1884
AQZ91985.1	B4U62_16760	579
AQZ91986.1	B4U62_16765	522
AQZ91987.1	B4U62_16770	1530
AQZ93114.1	B4U62_16775	525
AQZ91988.1	B4U62_16780	489
AQZ91989.1	B4U62_16785	579
AQZ93115.1	B4U62_16790	1209
AQZ91990.1	B4U62_16795	1473
AQZ91991.1	B4U62_16800	543
AQZ91992.1	B4U62_16805	546
AQZ91993.1	B4U62_16810	669
AQZ91994.1	B4U62_16815	1338
AQZ91995.1	B4U62_16820	264
AQZ91996.1	B4U62_16825	849
AQZ91997.1	B4U62_16830	1536
AQZ91998.1	B4U62_16835	486
AQZ91999.1	B4U62_16845	831
AQZ92000.1	B4U62_16850	1167
AQZ92001.1	B4U62_16855	987
AQZ92002.1	B4U62_16860	1275
AQZ92003.1	B4U62_16865	315
AQZ92004.1	B4U62_16870	1458
AQZ92005.1	B4U62_16875	777
AQZ92006.1	B4U62_16880	2070
AQZ92007.1	B4U62_16890	1989
AQZ92008.1	B4U62_16895	1986
AQZ92009.1	B4U62_16900	1989
AQZ92010.1	B4U62_16905	1989
AQZ92011.1	B4U62_16910	738
AQZ92012.1	B4U62_16915	255
AQZ92013.1	B4U62_16920	399
AQZ92014.1	B4U62_16925	1665
AQZ92015.1	B4U62_16930	1290
AQZ92016.1	B4U62_16935	678
AQZ92017.1	B4U62_16940	264
AQZ92018.1	B4U62_16945	333
AQZ92019.1	B4U62_16950	987
AQZ92020.1	B4U62_16955	405
AQZ93116.1	B4U62_16960	372
AQZ92021.1	B4U62_16965	1353
AQZ92022.1	B4U62_16970	1173
AQZ92023.1	B4U62_16975	1164
AQZ92024.1	B4U62_16980	237
AQZ92025.1	B4U62_16985	393
AQZ92026.1	B4U62_16990	1161
AQZ92027.1	B4U62_16995	501
AQZ92028.1	B4U62_17000	822
AQZ92029.1	B4U62_17005	261
AQZ92030.1	B4U62_17010	1164
AQZ92031.1	B4U62_17015	1287
AQZ92032.1	B4U62_17020	387
AQZ92033.1	B4U62_17025	618
AQZ93117.1	B4U62_17030	204
AQZ92034.1	B4U62_17035	1179
AQZ92035.1	B4U62_17040	1875
AQZ92036.1	B4U62_17045	414
AQZ92037.1	B4U62_17050	558
AQZ92038.1	B4U62_17055	1602
AQZ92039.1	B4U62_17060	708
AQZ92040.1	B4U62_17065	1080
AQZ92041.1	B4U62_17070	1533
AQZ92042.1	B4U62_17075	1047
AQZ92043.1	B4U62_17080	960
AQZ92044.1	B4U62_17085	1347
AQZ92045.1	B4U62_17090	216
AQZ92046.1	B4U62_17095	2406
AQZ92047.1	B4U62_17100	432
AQZ92048.1	B4U62_17105	342
AQZ92049.1	B4U62_17110	1482
AQZ92050.1	B4U62_17115	477
AQZ92051.1	B4U62_17120	285
AQZ92052.1	B4U62_17125	375
AQZ92053.1	B4U62_17130	381
AQZ92054.1	B4U62_17135	645
AQZ92055.1	B4U62_17140	2310
AQZ92056.1	B4U62_17145	168
AQZ92057.1	B4U62_17150	900
AQZ92058.1	B4U62_17155	141
AQZ92059.1	B4U62_17160	369
AQZ92060.1	B4U62_17165	1230
AQZ92061.1	B4U62_17170	1473
AQZ92062.1	B4U62_17175	552
AQZ92063.1	B4U62_17180	399
AQZ92064.1	B4U62_17185	249
AQZ92065.1	B4U62_17190	222
AQZ92066.1	B4U62_17195	1110
AQZ92067.1	B4U62_17200	390
AQZ92068.1	B4U62_17205	237
AQZ92069.1	B4U62_17210	531
AQZ92070.1	B4U62_17215	732
AQZ93118.1	B4U62_17220	456
AQZ92071.1	B4U62_17225	3231
AQZ92072.1	B4U62_17230	4488
AQZ92073.1	B4U62_17235	1356
AQZ92074.1	B4U62_17240	240
AQZ92075.1	B4U62_17245	294
AQZ92076.1	B4U62_17250	1269
AQZ92077.1	B4U62_17255	1137
AQZ92078.1	B4U62_17260	678
AQZ92079.1	B4U62_17265	210
AQZ92080.1	B4U62_17270	7137
AQZ92081.1	B4U62_17275	939
AQZ92082.1	B4U62_17280	1620
AQZ92083.1	B4U62_17285	1197
AQZ93119.1	B4U62_17290	786
AQZ92084.1	B4U62_17295	870
AQZ92085.1	B4U62_17300	597
AQZ92086.1	B4U62_17305	603
AQZ92087.1	B4U62_17310	1329
AQZ92088.1	B4U62_17315	1503
AQZ92089.1	B4U62_17320	477
AQZ92090.1	B4U62_17325	657
AQZ92091.1	B4U62_17330	321
AQZ92092.1	B4U62_17335	144
AQZ93120.1	B4U62_17340	1221
AQZ92093.1	B4U62_17345	999
AQZ92094.1	B4U62_17350	141
AQZ92095.1	B4U62_17355	981
AQZ92096.1	B4U62_17360	624
AQZ92097.1	B4U62_17365	519
AQZ93121.1	B4U62_17370	363
AQZ92098.1	B4U62_17375	855
AQZ92099.1	B4U62_17380	1215
AQZ92100.1	B4U62_17385	237
AQZ92101.1	B4U62_17390	1068
AQZ92102.1	B4U62_17395	327
AQZ92103.2	B4U62_17400	336
AQZ92104.1	B4U62_17405	1974
AQZ92105.1	B4U62_17410	930
AQZ93122.1	B4U62_17415	1059
AQZ92106.1	B4U62_17420	1302
AQZ92107.1	B4U62_17425	1020
AQZ92108.1	B4U62_17430	501
AQZ92109.1	B4U62_17435	771
AQZ92110.1	B4U62_17440	435
AQZ93123.1	B4U62_17445	276
AQZ92111.1	B4U62_17450	633
AQZ92112.1	B4U62_17455	897
AQZ92113.1	B4U62_17460	981
AQZ92114.1	B4U62_17465	765
AQZ92115.1	B4U62_17470	306
AQZ92116.1	B4U62_17475	1389
AQZ92117.1	B4U62_17480	822
AQZ93124.1	B4U62_17485	849
AQZ92118.1	B4U62_17490	348
AQZ92119.1	B4U62_17495	1341
AQZ92120.1	B4U62_17500	1596
AQZ92121.1	B4U62_17505	1350
AQZ92122.1	B4U62_17510	1293
AQZ92123.1	B4U62_17515	1485
AQZ92124.1	B4U62_17520	345
AQZ92125.1	B4U62_17525	132
AQZ92126.1	B4U62_17530	522
AQZ92127.1	B4U62_17535	2238
AQZ92128.1	B4U62_17540	834
AQZ92129.1	B4U62_17545	618
AQZ92130.1	B4U62_17550	993
AQZ92131.1	B4U62_17555	1251
AQZ92132.1	B4U62_17560	1239
AQZ92133.1	B4U62_17565	867
AQZ92134.1	B4U62_17570	1104
AQZ93125.1	B4U62_17575	789
AQZ92135.1	B4U62_17580	855
AQZ92136.1	B4U62_17585	903
AQZ92137.1	B4U62_17590	879
AQZ92138.1	B4U62_17595	1269
AQZ92139.1	B4U62_17600	987
AQZ92140.1	B4U62_17605	375
AQZ92141.1	B4U62_17610	1119
AQZ92142.1	B4U62_17615	147
AQZ92143.1	B4U62_17620	276
AQZ92144.1	B4U62_17625	384
AQZ92145.1	B4U62_17630	279
AQZ92146.1	B4U62_17635	1398
AQZ92147.1	B4U62_17640	444
AQZ92148.1	B4U62_17645	1221
AQZ92149.1	B4U62_17650	1314
AQZ92150.1	B4U62_17655	786
AQZ92151.1	B4U62_17660	198
AQZ92152.1	B4U62_17665	138
AQZ92153.1	B4U62_17670	378
AQZ92154.1	B4U62_17675	825
AQZ92155.1	B4U62_17680	669
AQZ92156.1	B4U62_17685	1026
AQZ92157.1	B4U62_17690	345
AQZ92158.1	B4U62_17695	321
AQZ92159.1	B4U62_17700	441
AQZ92160.1	B4U62_17705	237
AQZ92161.1	B4U62_17710	384
AQZ92162.1	B4U62_17715	357
AQZ92163.1	B4U62_17720	1785
AQZ92164.1	B4U62_17725	1176
AQZ92165.1	B4U62_17730	2448
AQZ92166.1	B4U62_17735	147
AQZ92167.1	B4U62_17740	909
AQZ92168.1	B4U62_17745	246
AQZ92169.1	B4U62_17750	333
AQZ92170.1	B4U62_17755	468
AQZ92171.1	B4U62_17760	1626
AQZ92172.1	B4U62_17765	384
AQZ92173.1	B4U62_17775	888
AQZ92174.1	B4U62_17780	288
AQZ92175.1	B4U62_17785	828
AQZ92176.1	B4U62_17790	438
AQZ92177.1	B4U62_17795	1503
AQZ92178.1	B4U62_17800	297
AQZ92179.1	B4U62_17805	843
AQZ92180.1	B4U62_17810	462
AQZ92181.1	B4U62_17815	1377
AQZ92182.1	B4U62_17820	678
AQZ92183.1	B4U62_17825	1356
AQZ92184.1	B4U62_17830	165
AQZ92185.1	B4U62_17835	876
AQZ92186.1	B4U62_17840	1389
AQZ92187.1	B4U62_17845	186
AQZ92188.1	B4U62_17850	1449
AQZ92189.1	B4U62_17855	1098
AQZ92190.1	B4U62_17860	1122
AQZ92191.1	B4U62_17865	636
AQZ92192.1	B4U62_17870	1083
AQZ92193.1	B4U62_17875	726
AQZ92194.1	B4U62_17880	873
AQZ92195.1	B4U62_17885	678
AQZ92196.1	B4U62_17890	381
AQZ92197.1	B4U62_17895	1269
AQZ92198.1	B4U62_17900	582
AQZ93126.1	B4U62_17905	1329
AQZ92199.1	B4U62_17910	1062
AQZ92200.1	B4U62_17915	945
AQZ92201.1	B4U62_17920	792
AQZ92202.1	B4U62_17930	1743
AQZ92203.1	B4U62_17935	714
AQZ92204.1	B4U62_17940	240
AQZ93127.1	B4U62_17945	531
AQZ92205.1	B4U62_17950	339
AQZ92206.1	B4U62_17955	1158
AQZ92207.1	B4U62_17960	411
AQZ92208.1	B4U62_17965	1230
AQZ92209.1	B4U62_17970	690
AQZ92210.1	B4U62_17975	1194
AQZ92211.1	B4U62_17980	810
AQZ92212.1	B4U62_17985	1011
AQZ93128.1	B4U62_17990	1155
AQZ92213.1	B4U62_17995	948
AQZ92214.1	B4U62_18000	243
AQZ92215.1	B4U62_18005	1410
AQZ92216.1	B4U62_18010	207
AQZ92217.1	B4U62_18015	141
AQZ92218.1	B4U62_18020	483
AQZ92219.1	B4U62_18025	1854
AQZ93129.1	B4U62_18030	927
AQZ92220.1	B4U62_18035	783
AQZ92221.1	B4U62_18040	684
AQZ92222.1	B4U62_18045	831
AQZ92223.1	B4U62_18050	486
AQZ92224.1	B4U62_18055	2013
AQZ92225.1	B4U62_18060	1716
AQZ92226.1	B4U62_18065	1818
AQZ92227.1	B4U62_18070	2325
AQZ92228.1	B4U62_18075	609
AQZ92229.1	B4U62_18080	417
AQZ92230.1	B4U62_18085	669
AQZ92231.1	B4U62_18090	2100
AQZ92232.1	B4U62_18095	2409
AQZ92233.1	B4U62_18100	210
AQZ92234.1	B4U62_18105	306
AQZ92235.1	B4U62_18110	1077
AQZ92236.1	B4U62_18115	636
AQZ92237.1	B4U62_18120	1896
AQZ92238.1	B4U62_18125	402
AQZ92239.1	B4U62_18130	360
AQZ92240.1	B4U62_18135	573
AQZ92241.1	B4U62_18140	795
AQZ92242.1	B4U62_18150	471
AQZ92243.1	B4U62_18155	2340
AQZ92244.1	B4U62_18160	747
AQZ92245.1	B4U62_18165	231
AQZ92246.1	B4U62_18170	771
AQZ92247.1	B4U62_18175	234
AQZ92248.1	B4U62_18180	408
AQZ92249.1	B4U62_18185	420
AQZ92250.1	B4U62_18190	327
AQZ92251.1	B4U62_18195	1701
AQZ92252.1	B4U62_18200	681
AQZ92253.1	B4U62_18205	921
AQZ92254.1	B4U62_18210	654
AQZ92255.1	B4U62_18215	1146
AQZ92256.1	B4U62_18220	534
AQZ92257.1	B4U62_18225	477
AQZ92258.1	B4U62_18230	972
AQZ92259.1	B4U62_18235	612
AQZ92260.1	B4U62_18240	624
AQZ92261.1	B4U62_18245	273
AQZ92262.1	B4U62_18250	690
AQZ93130.1	B4U62_18255	912
AQZ92263.1	B4U62_18260	654
AQZ92264.1	B4U62_18265	1143
AQZ92265.1	B4U62_18270	558
AQZ92266.1	B4U62_18275	636
AQZ92267.1	B4U62_18280	615
AQZ92268.1	B4U62_18285	699
AQZ92269.1	B4U62_18290	1818
AQZ92270.1	B4U62_18295	468
AQZ92271.1	B4U62_18300	1293
AQZ92272.1	B4U62_18305	1536
AQZ92273.1	B4U62_18310	762
AQZ92274.1	B4U62_18315	1185
AQZ92275.1	B4U62_18320	1008
AQZ92276.1	B4U62_18325	1023
AQZ92277.1	B4U62_18330	1395
AQZ93131.1	B4U62_18335	1155
AQZ92278.1	B4U62_18340	1011
AQZ92279.1	B4U62_18350	879
AQZ92280.1	B4U62_18355	918
AQZ92281.1	B4U62_18360	1344
AQZ92282.1	B4U62_18365	1035
AQZ92283.1	B4U62_18370	723
AQZ92284.1	B4U62_18375	1440
AQZ92285.1	B4U62_18380	717
AQZ92286.1	B4U62_18385	603
AQZ92287.1	B4U62_18395	738
AQZ92288.1	B4U62_18400	906
AQZ92289.1	B4U62_18405	810
AQZ92290.1	B4U62_18410	1212
AQZ92291.1	B4U62_18415	1290
AQZ92292.1	B4U62_18420	2064
AQZ92293.1	B4U62_18425	852
AQZ92294.1	B4U62_18430	1257
AQZ92295.1	B4U62_18435	1266
AQZ92296.1	B4U62_18440	993
AQZ92297.2	B4U62_18445	660
AQZ92298.1	B4U62_18450	1692
AQZ92299.1	B4U62_18455	1311
AQZ92300.1	B4U62_18460	219
AQZ92301.1	B4U62_18465	969
AQZ92302.1	B4U62_18470	1167
AQZ92303.1	B4U62_18475	651
AQZ92304.1	B4U62_18480	609
AQZ92305.1	B4U62_18485	1518
AQZ92306.1	B4U62_18490	1035
AQZ92307.1	B4U62_18495	1077
AQZ92308.1	B4U62_18500	1035
AQZ92309.1	B4U62_18505	1104
AQZ92310.1	B4U62_18510	1155
AQZ92311.1	B4U62_18515	837
AQZ92312.1	B4U62_18520	1146
AQZ92313.1	B4U62_18525	1797
AQZ92314.1	B4U62_18530	684
AQZ92315.1	B4U62_18535	705
AQZ92316.1	B4U62_18540	459
AQZ92317.1	B4U62_18545	1470
AQZ92318.1	B4U62_18550	192
AQZ92319.1	B4U62_18555	486
AQZ92320.2	B4U62_18560	288
AQZ93132.1	B4U62_18565	93
AQZ92321.1	B4U62_18570	684
AQZ92322.1	B4U62_18575	1356
AQZ92323.1	B4U62_18580	1422
AQZ92324.1	B4U62_18585	1551
AQZ92325.1	B4U62_18590	1563
AQZ92326.1	B4U62_18595	585
AQZ92327.1	B4U62_18600	336
AQZ92328.1	B4U62_18605	321
AQZ92329.1	B4U62_18610	513
AQZ92330.1	B4U62_18615	1344
AQZ92331.1	B4U62_18620	963
AQZ92332.1	B4U62_18630	594
AQZ92333.1	B4U62_18635	681
AQZ92334.1	B4U62_18640	1686
AQZ92335.1	B4U62_18645	2274
AQZ92336.1	B4U62_18650	885
AQZ92337.1	B4U62_18655	837
AQZ92338.1	B4U62_18660	1308
AQZ92339.1	B4U62_18665	1254
AQZ92340.1	B4U62_18670	1770
AQZ92341.1	B4U62_18675	951
AQZ92342.1	B4U62_18680	576
AQZ92343.1	B4U62_18685	321
AQZ92344.1	B4U62_18690	1593
AQZ92345.1	B4U62_18695	594
AQZ92346.1	B4U62_18700	978
AQZ92347.1	B4U62_18705	1941
AQZ92348.1	B4U62_18710	780
AQZ92349.1	B4U62_18715	1071
AQZ92350.1	B4U62_18720	714
AQZ92351.1	B4U62_18725	210
AQZ92352.1	B4U62_18730	765
AQZ92353.1	B4U62_18735	258
AQZ92354.1	B4U62_18740	951
AQZ93133.1	B4U62_18745	954
AQZ92355.1	B4U62_18750	888
AQZ92356.1	B4U62_18755	477
AQZ92357.1	B4U62_18760	951
AQZ92358.1	B4U62_18765	1422
AQZ92359.1	B4U62_18770	1455
AQZ92360.1	B4U62_18775	1770
AQZ92361.1	B4U62_18785	1911
AQZ92362.1	B4U62_18790	726
AQZ92363.1	B4U62_18795	630
AQZ92364.1	B4U62_18800	759
AQZ92365.1	B4U62_18805	738
AQZ92366.1	B4U62_18810	639
AQZ92367.1	B4U62_18815	585
AQZ92368.1	B4U62_18820	1284
AQZ92369.1	B4U62_18825	642
AQZ93134.1	B4U62_18830	1176
AQZ92370.1	B4U62_18835	753
AQZ92371.1	B4U62_18840	666
AQZ92372.1	B4U62_18845	519
AQZ92373.1	B4U62_18850	651
AQZ92374.1	B4U62_18855	939
AQZ92375.1	B4U62_18860	810
AQZ92376.1	B4U62_18865	933
AQZ92377.1	B4U62_18870	1191
AQZ92378.1	B4U62_18875	729
AQZ92379.1	B4U62_18880	732
AQZ92380.1	B4U62_18885	3870
AQZ92381.1	B4U62_18890	474
AQZ92382.1	B4U62_18895	1218
AQZ92383.1	B4U62_18900	747
AQZ92384.1	B4U62_18905	510
AQZ92385.1	B4U62_18910	1212
AQZ92386.1	B4U62_18915	360
AQZ92387.1	B4U62_18920	198
