LC	quant	sample	hit	total	p_value	p_adj	log_odds
Groups of genes#Phosphoproteins#Phosphorylation on a Thr residue	2	406	26	8186	0.37218336376197425	1.0	0.68
Groups of genes#Phosphoproteins#Phosphorylation on an Arg residue	3	406	113	8186	0.924456806413301	1.0	-0.95
Groups of genes#Proteins of unknown function	24	406	708	8186	0.985959400461455	1.0	-0.62
Groups of genes#Secreted proteins	3	406	116	8186	0.9323232858613775	1.0	-0.99
Groups of genes#Short peptides	1	406	9	8186	0.36748479501969505	1.0	1.26
Information processing#Genetics#DNA repair/ recombination	3	406	71	8186	0.6913732639059973	1.0	-0.24
Information processing#Protein synthesis, modification and degradation#Protein modification	2	406	99	8186	0.9607373739623495	1.0	-1.35
Information processing#Protein synthesis, modification and degradation#Protein secretion	2	406	48	8186	0.6959130643318441	1.0	-0.26
Information processing#Protein synthesis, modification and degradation#Translation	1	406	207	8186	0.9999767267000441	1.0	-3.46
Information processing#RNA synthesis and degradation#RNases	1	406	23	8186	0.6901304296309011	1.0	-0.20
Information processing#RNA synthesis and degradation#Transcription	2	406	34	8186	0.5083642496316234	1.0	0.26
Information processing#Regulation of gene expression#Transcription factors and their control	9	406	355	8186	0.9932540902854714	1.0	-1.04
Information processing#Regulation of gene expression#phosphorelay	3	406	44	8186	0.37383180505525326	1.0	0.49
Lifestyles#Coping with stress#Heat shock proteins	2	406	27	8186	0.39014661744135304	1.0	0.62
Lifestyles#Coping with stress#Resistance against toxins/ antibiotics	3	406	58	8186	0.5545141683739583	1.0	0.06
Lifestyles#Coping with stress#Resistance against toxins/ antibiotics/ based on similarity	2	406	42	8186	0.623862076935536	1.0	-0.06
Lifestyles#Exponential and early post-exponential lifestyles#Biofilm formation	4	406	70	8186	0.4602582412658214	1.0	0.22
Lifestyles#Exponential and early post-exponential lifestyles#Motility and chemotaxis	2	406	76	8186	0.8970960309209122	1.0	-0.96
Lifestyles#Exponential and early post-exponential lifestyles#Swarming	1	406	16	8186	0.557214852399012	1.0	0.35
Lifestyles#Sporulation#Germination	1	406	40	8186	0.8699388437713869	1.0	-1.03
Lifestyles#Sporulation#phosphorelay	3	406	44	8186	0.37383180505525326	1.0	0.49
Metabolism#Additional metabolic pathways#Biosynthesis of cell wall components	2	406	74	8186	0.8883907272388835	1.0	-0.92
Metabolism#Additional metabolic pathways#Biosynthesis of cofactors	1	406	116	8186	0.9973778068919532	1.0	-2.60
Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids	2	406	158	8186	0.9971915491399668	1.0	-2.05
Metabolism#Amino acid/ nitrogen metabolism#Utilization of amino acids	3	406	75	8186	0.7265270073635126	1.0	-0.33
Metabolism#Electron transport and ATP synthesis#Electron transport/ other/ based on similarity	1	406	18	8186	0.6001314893261902	1.0	0.17
Metabolism#Lipid metabolism#Biosynthesis of lipids	2	406	47	8186	0.68475038540256	1.0	-0.23
Metabolism#Lipid metabolism#Lipid metabolism/ other	1	406	12	8186	0.4571105809910364	1.0	0.80
Metabolism#Lipid metabolism#Utilization of lipids	1	406	32	8186	0.804262261401818	1.0	-0.70
Metabolism#Nucleotide metabolism#Biosynthesis/ acquisition of nucleotides	2	406	65	8186	0.8401696124069503	1.0	-0.72
Metabolism#Nucleotide metabolism#Metabolism of signalling nucleotides	1	406	17	8186	0.5792186186125939	1.0	0.26
Prophages and mobile genetic elements#Mobile genetic elements#ICEBs1	1	406	25	8186	0.7201894179314388	1.0	-0.33
no_annotation	2	406	151	8186	0.9961251615591926	1.0	-1.98

2M	quant	sample	hit	total	p_value	p_adj	log_odds
Lifestyles#Sporulation#Sporulation proteins	39	105	541	8186	4.19584661075169e-20	2.900728623566335e-18	3.16
Prophages and mobile genetic elements#Mobile genetic elements#ICEBs1	6	105	25	8186	5.605415030025783e-07	1.6608043960390677e-05	4.68
Cellular processes#Transporters#Phosphotransferase system	4	105	26	8186	0.000307490285007983	0.004759215306765348	3.86
Lifestyles#Coping with stress#Acid stress proteins (controlled by YvrI-YvrHa)	2	105	5	8186	0.0015891507710293522	0.019618444637588554	5.71
Prophages and mobile genetic elements#Prophages#SP-beta prophage	8	105	181	8186	0.002197964302143484	0.025901011151395373	1.91
Groups of genes#Phosphoproteins#Phosphorylation on a His residue	3	105	56	8186	0.03481438628476662	0.23235364651997037	2.16
Prophages and mobile genetic elements#Prophages#Skin element	3	105	60	8186	0.041442174588963744	0.2636535892561681	2.05
Groups of genes#Phosphoproteins#Phosphorylation on an Arg residue	3	105	113	8186	0.17670946311999688	0.6941201259675635	1.09
Information processing#Regulation of gene expression#Trigger enzyme	1	105	15	8186	0.1761881599637839	0.6941201259675635	2.47
Metabolism#Electron transport and ATP synthesis#Electron transport/ other	1	105	18	8186	0.20754433411746126	0.7395995686591317	2.19
Groups of genes#Proteins of unknown function	11	105	708	8186	0.29772652902177216	0.9051935370849383	0.31
no_annotation	3	105	151	8186	0.30591898777442156	0.9170612269567037	0.66
Groups of genes#Membrane proteins	6	105	1076	8186	0.996064086761412	1.0	-1.33
Groups of genes#Phosphoproteins#Phosphorylation on a Ser residue	1	105	67	8186	0.5804120077882043	1.0	0.22
Groups of genes#Poorly characterized/ putative enzymes	2	105	204	8186	0.7416832779945369	1.0	-0.40
Information processing#Genetics#DNA repair/ recombination	1	105	71	8186	0.6017039205694127	1.0	0.14
Information processing#Regulation of gene expression#Sigma factors and their control	1	105	67	8186	0.5804120077882043	1.0	0.22
Information processing#Regulation of gene expression#Transcription factors and their control	2	105	355	8186	0.9462659337236523	1.0	-1.23
Lifestyles#Coping with stress#Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	1	105	131	8186	0.818198409981726	1.0	-0.77
Lifestyles#Coping with stress#General stress proteins (controlled by SigB)	2	105	159	8186	0.6090372815008562	1.0	-0.03
Lifestyles#Sporulation#Germination	1	105	40	8186	0.404070037442998	1.0	0.99
Metabolism#Carbon metabolism#Utilization of specific carbon sources	4	105	240	8186	0.37064939249368645	1.0	0.40

